workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min,join_date,age,gender,city,membership_type,height_cm,weight_kg,referral_source,is_student,gender_clean,city_clean,height_m,BMI,age_group,tenure_days
1050,77,2024-02-01 13:45:00,Cardio,83.0,624.9,113.5,2.0,Yas Mall,Cardio,2024-02-01,2024-02-01,Thursday,13,7.528915662650602,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,188
1051,77,2023-08-26 06:45:00,Strength,49.0,323.2,149.2,2.0,Corniche,Strength,2023-08-26,2023-08-01,Saturday,6,6.595918367346939,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,29
1052,77,2024-04-07 08:45:00,Cardio,54.0,708.3,146.6,3.0,Corniche,Cardio,2024-04-07,2024-04-01,Sunday,8,13.116666666666665,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,254
1053,77,2023-09-22 15:30:00,Strength,50.0,306.9,146.2,1.0,Downtown,Strength,2023-09-22,2023-09-01,Friday,15,6.138,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,56
1054,77,2024-03-12 15:15:00,Yoga,54.0,1218.8,141.0,3.0,Yas Mall,Yoga,2024-03-12,2024-03-01,Tuesday,15,22.57037037037037,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,228
1055,77,2024-03-04 06:30:00,Class,61.0,305.0,118.3,2.0,Marina Mall,Class,2024-03-04,2024-03-01,Monday,6,5.0,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,220
1056,77,2024-02-27 22:00:00,Strength,76.0,486.4,130.2,5.0,Corniche,Strength,2024-02-27,2024-02-01,Tuesday,22,6.3999999999999995,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,214
1057,77,2024-05-09 21:30:00,Strength,43.0,256.3,101.3,5.0,Marina Mall,Strength,2024-05-09,2024-05-01,Thursday,21,5.96046511627907,2023-07-28,32.0,Male,Dubai,Standard,152.9,66.9,Walk-in,1,Male,Dubai,1.5290000000000001,28.61614626486574,26-35,286
1058,78,2024-02-27 22:30:00,Strength,54.0,360.6,149.0,4.0,Yas Mall,Strength,2024-02-27,2024-02-01,Tuesday,22,6.677777777777778,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,295
1059,78,2023-11-24 16:15:00,Strength,59.0,357.8,130.2,1.0,Marina Mall,Strength,2023-11-24,2023-11-01,Friday,16,6.0644067796610175,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,200
1060,78,2023-05-28 20:00:00,Yoga,42.0,296.6,140.2,4.0,Yas Mall,Yoga,2023-05-28,2023-05-01,Sunday,20,7.061904761904763,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,20
1061,78,2023-10-22 10:30:00,Cardio,54.0,391.6,122.1,4.0,Corniche,Cardio,2023-10-22,2023-10-01,Sunday,10,7.251851851851852,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,167
1062,78,2023-10-23 15:00:00,Cardio,72.0,592.9,121.6,1.0,Downtown,Cardio,2023-10-23,2023-10-01,Monday,15,8.234722222222222,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,168
1063,78,2024-01-01 11:30:00,Strength,54.0,532.4,169.8,5.0,Yas Mall,Strength,2024-01-01,2024-01-01,Monday,11,9.85925925925926,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,238
1064,78,2023-10-10 14:45:00,Yoga,57.0,311.8,109.2,5.0,Downtown,Yoga,2023-10-10,2023-10-01,Tuesday,14,5.470175438596492,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,155
1065,78,2024-04-11 09:00:00,Cardio,50.0,350.4,151.7,2.0,Marina Mall,Cardio,2024-04-11,2024-04-01,Thursday,9,7.007999999999999,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,339
1066,78,2024-04-09 19:15:00,Cardio,78.0,577.8,136.9,3.0,Yas Mall,Cardio,2024-04-09,2024-04-01,Tuesday,19,7.407692307692307,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,337
1067,78,2024-02-05 10:30:00,Strength,70.0,505.2,124.9,1.0,Downtown,Strength,2024-02-05,2024-02-01,Monday,10,7.217142857142857,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,273
1068,78,2023-09-28 18:00:00,Class,57.0,305.4,129.2,2.0,Marina Mall,Class,2023-09-28,2023-09-01,Thursday,18,5.357894736842105,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,143
1069,78,2024-03-04 08:00:00,Strength,47.0,294.0,125.2,5.0,Corniche,Strength,2024-03-04,2024-03-01,Monday,8,6.25531914893617,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,301
1070,78,2023-07-02 10:00:00,Class,62.0,418.6,150.3,2.0,Yas Mall,Class,2023-07-02,2023-07-01,Sunday,10,6.751612903225807,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,55
1071,78,2023-08-19 07:30:00,Class,62.0,347.9,132.5,2.0,Downtown,Class,2023-08-19,2023-08-01,Saturday,7,5.611290322580645,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,103
1072,78,2023-10-29 20:30:00,Strength,61.0,372.0,125.2,3.0,Marina Mall,Strength,2023-10-29,2023-10-01,Sunday,20,6.098360655737705,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,174
1073,78,2023-10-08 06:30:00,Strength,41.0,171.4,150.6,1.0,Yas Mall,Strength,2023-10-08,2023-10-01,Sunday,6,4.180487804878049,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,153
1074,78,2023-06-18 09:00:00,Yoga,45.0,253.1,129.8,3.0,Yas Mall,Yoga,2023-06-18,2023-06-01,Sunday,9,5.624444444444444,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,41
1075,78,2023-08-02 08:45:00,Strength,84.0,486.4,144.1,3.0,Corniche,Strength,2023-08-02,2023-08-01,Wednesday,8,5.79047619047619,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,86
1076,78,2023-11-28 08:45:00,Strength,44.0,229.6,154.3,1.0,Corniche,Strength,2023-11-28,2023-11-01,Tuesday,8,5.218181818181818,2023-05-08,24.0,Male,Abu Dhabi,Premium,172.6,89.7,Online Ad,0,Male,Abu Dhabi,1.726,30.110007263997293,18-25,204
1077,79,2024-08-07 12:45:00,Strength,37.0,240.1,118.3,3.0,Marina Mall,Strength,2024-08-07,2024-08-01,Wednesday,12,6.489189189189189,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,130
1078,79,2024-05-05 21:30:00,Strength,38.0,278.0,104.9,2.0,Marina Mall,Strength,2024-05-05,2024-05-01,Sunday,21,7.315789473684211,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,36
1079,79,2024-07-12 06:15:00,Strength,39.0,267.9,124.1,5.0,Downtown,Strength,2024-07-12,2024-07-01,Friday,6,6.869230769230769,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,104
1080,79,2024-12-13 07:15:00,Strength,65.0,373.9,122.4,1.0,Marina Mall,Strength,2024-12-13,2024-12-01,Friday,7,5.752307692307692,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,258
1081,79,2024-09-10 16:45:00,Cardio,46.0,360.7,161.5,4.0,Corniche,Cardio,2024-09-10,2024-09-01,Tuesday,16,7.841304347826087,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,164
1082,79,2024-09-27 07:15:00,Class,59.0,248.1,124.5,5.0,Yas Mall,Class,2024-09-27,2024-09-01,Friday,7,4.205084745762711,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,181
1083,79,2024-11-10 12:45:00,Cardio,31.0,283.4,136.4,3.0,Yas Mall,Cardio,2024-11-10,2024-11-01,Sunday,12,9.141935483870967,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,225
1084,79,2024-12-08 14:00:00,Cardio,44.0,386.9,114.1,4.0,Corniche,Cardio,2024-12-08,2024-12-01,Sunday,14,8.793181818181818,2024-03-30,38.0,Male,Al Ain,Basic,172.6,77.2,Social Media,0,Male,Al Ain,1.726,25.91407537102108,36-45,253
1085,80,2024-02-12 19:30:00,Class,105.0,617.6,128.6,2.0,Downtown,Class,2024-02-12,2024-02-01,Monday,19,5.881904761904762,2023-10-23,28.0,Male,Sharjah,Basic,152.5,73.1,Walk-in,0,Male,Sharjah,1.525,31.43241064230046,26-35,112
1086,80,2024-07-24 20:00:00,Cardio,63.0,440.8,126.5,3.0,Yas Mall,Cardio,2024-07-24,2024-07-01,Wednesday,20,6.996825396825397,2023-10-23,28.0,Male,Sharjah,Basic,152.5,73.1,Walk-in,0,Male,Sharjah,1.525,31.43241064230046,26-35,275
1087,80,2024-06-27 21:30:00,Strength,23.0,93.0,147.9,5.0,Yas Mall,Strength,2024-06-27,2024-06-01,Thursday,21,4.043478260869565,2023-10-23,28.0,Male,Sharjah,Basic,152.5,73.1,Walk-in,0,Male,Sharjah,1.525,31.43241064230046,26-35,248
1088,80,2024-05-18 15:15:00,Class,54.0,1242.7,141.3,2.0,Marina Mall,Class,2024-05-18,2024-05-01,Saturday,15,23.012962962962963,2023-10-23,28.0,Male,Sharjah,Basic,152.5,73.1,Walk-in,0,Male,Sharjah,1.525,31.43241064230046,26-35,208
1089,80,2024-04-29 10:30:00,Cardio,44.0,343.5,127.1,1.0,Downtown,Cardio,2024-04-29,2024-04-01,Monday,10,7.806818181818182,2023-10-23,28.0,Male,Sharjah,Basic,152.5,73.1,Walk-in,0,Male,Sharjah,1.525,31.43241064230046,26-35,189
1090,81,2023-11-21 19:45:00,Cardio,65.0,575.5,151.5,2.0,Marina Mall,Cardio,2023-11-21,2023-11-01,Tuesday,19,8.853846153846154,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,81
1091,81,2024-06-08 21:15:00,Strength,49.0,242.1,136.8,5.0,Marina Mall,Strength,2024-06-08,2024-06-01,Saturday,21,4.940816326530612,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,281
1092,81,2024-02-10 15:45:00,Yoga,51.0,253.7,92.6,3.0,Marina Mall,Yoga,2024-02-10,2024-02-01,Saturday,15,4.974509803921569,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,162
1093,81,2023-11-05 09:45:00,Strength,47.0,285.2,125.7,5.0,Corniche,Strength,2023-11-05,2023-11-01,Sunday,9,6.068085106382979,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,65
1094,81,2024-06-20 20:30:00,Cardio,54.0,605.0,120.9,4.0,Downtown,Cardio,2024-06-20,2024-06-01,Thursday,20,11.203703703703704,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,293
1095,81,2024-05-28 06:00:00,Strength,79.0,453.5,127.2,5.0,Marina Mall,Strength,2024-05-28,2024-05-01,Tuesday,6,5.7405063291139244,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,270
1096,81,2024-03-20 19:00:00,Cardio,31.0,244.6,142.2,4.0,Corniche,Cardio,2024-03-20,2024-03-01,Wednesday,19,7.890322580645161,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,201
1097,81,2024-07-25 17:15:00,Strength,43.0,249.4,116.3,3.0,Marina Mall,Strength,2024-07-25,2024-07-01,Thursday,17,5.8,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,328
1098,81,2024-08-16 06:15:00,Strength,52.0,375.2,155.1,4.0,Yas Mall,Strength,2024-08-16,2024-08-01,Friday,6,7.2153846153846155,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,350
1099,81,2023-11-25 21:30:00,Strength,58.0,381.8,132.7,2.0,Downtown,Strength,2023-11-25,2023-11-01,Saturday,21,6.582758620689655,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,85
1100,81,2024-01-23 07:15:00,Cardio,55.0,442.0,123.9,2.0,Corniche,Cardio,2024-01-23,2024-01-01,Tuesday,7,8.036363636363637,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,144
1101,81,2024-01-29 19:00:00,Cardio,54.0,431.79999999999995,120.5,2.0,Corniche,Cardio,2024-01-29,2024-01-01,Monday,19,7.996296296296295,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,150
1102,81,2023-10-27 07:15:00,Strength,79.0,405.3,134.2,3.0,Downtown,Strength,2023-10-27,2023-10-01,Friday,7,5.130379746835443,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,56
1103,81,2024-06-17 07:30:00,Cardio,54.0,336.9,150.9,1.0,Downtown,Cardio,2024-06-17,2024-06-01,Monday,7,6.238888888888888,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,290
1104,81,2024-05-25 07:15:00,Cardio,56.0,467.2,141.8,5.0,Marina Mall,Cardio,2024-05-25,2024-05-01,Saturday,7,8.342857142857143,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,267
1105,81,2024-06-24 14:45:00,Cardio,44.0,324.9,146.0,4.0,Downtown,Cardio,2024-06-24,2024-06-01,Monday,14,7.384090909090909,2023-09-01,29.0,Male,Abu Dhabi,Standard,163.4,104.6,Friend,0,Male,Abu Dhabi,1.6340000000000001,39.17667557068356,26-35,297
1106,82,2024-02-09 12:00:00,Strength,52.0,346.0,117.0,1.0,Corniche,Strength,2024-02-09,2024-02-01,Friday,12,6.653846153846154,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,274
1107,82,2024-03-22 17:15:00,Cardio,45.0,380.1,120.2,4.0,Downtown,Cardio,2024-03-22,2024-03-01,Friday,17,8.446666666666667,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,316
1108,82,2023-09-13 14:15:00,Class,67.0,330.8,118.8,5.0,Corniche,Class,2023-09-13,2023-09-01,Wednesday,14,4.937313432835821,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,125
1109,82,2023-11-30 07:00:00,Cardio,74.0,598.4,130.3,3.0,Downtown,Cardio,2023-11-30,2023-11-01,Thursday,7,8.086486486486486,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,203
1110,82,2024-03-06 17:15:00,Yoga,67.0,387.8,155.5,3.0,Downtown,Yoga,2024-03-06,2024-03-01,Wednesday,17,5.7880597014925375,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,300
1111,82,2024-04-14 07:45:00,Yoga,38.0,227.8,142.5,2.0,Corniche,Yoga,2024-04-14,2024-04-01,Sunday,7,5.994736842105263,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,339
1112,82,2023-10-23 08:30:00,Strength,69.0,378.9,158.9,4.0,Corniche,Strength,2023-10-23,2023-10-01,Monday,8,5.491304347826087,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,165
1113,82,2023-08-25 18:15:00,Strength,62.0,325.6,130.7,1.0,Corniche,Strength,2023-08-25,2023-08-01,Friday,18,5.251612903225807,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,106
1114,82,2024-01-10 18:15:00,Yoga,54.0,534.2,143.6,3.0,Marina Mall,Yoga,2024-01-10,2024-01-01,Wednesday,18,9.892592592592594,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,244
1115,82,2023-12-10 16:15:00,Cardio,66.0,470.0,163.0,3.0,Marina Mall,Cardio,2023-12-10,2023-12-01,Sunday,16,7.121212121212121,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,213
1116,82,2024-04-17 21:45:00,Strength,38.0,272.1,129.5,5.0,Downtown,Strength,2024-04-17,2024-04-01,Wednesday,21,7.1605263157894745,2023-05-11,29.0,Female,Dubai,Basic,176.6,90.2,Social Media,0,Female,Dubai,1.766,28.921788046259472,26-35,342
1117,83,2024-10-17 20:45:00,Cardio,63.0,431.79999999999995,76.9,2.0,Marina Mall,Cardio,2024-10-17,2024-10-01,Thursday,20,6.853968253968254,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,338
1118,83,2024-09-29 15:30:00,Cardio,76.0,594.8,123.3,4.0,Corniche,Cardio,2024-09-29,2024-09-01,Sunday,15,7.826315789473684,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,320
1119,83,2024-09-17 15:15:00,Strength,68.0,485.5,132.6,1.0,Downtown,Strength,2024-09-17,2024-09-01,Tuesday,15,7.139705882352941,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,308
1120,83,2024-09-28 11:30:00,Strength,54.0,28.2,124.5,4.0,Marina Mall,Strength,2024-09-28,2024-09-01,Saturday,11,0.5222222222222223,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,319
1121,83,2024-11-08 08:45:00,Strength,44.0,292.9,110.6,4.0,Corniche,Strength,2024-11-08,2024-11-01,Friday,8,6.656818181818181,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,360
1122,83,2024-01-25 13:45:00,Cardio,31.0,197.6,145.9,1.0,Corniche,Cardio,2024-01-25,2024-01-01,Thursday,13,6.374193548387097,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,72
1123,83,2023-12-04 14:30:00,Yoga,40.0,262.7,147.8,5.0,Corniche,Yoga,2023-12-04,2023-12-01,Monday,14,6.5675,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,20
1124,83,2023-12-21 19:45:00,Strength,75.0,417.9,103.2,2.0,Yas Mall,Strength,2023-12-21,2023-12-01,Thursday,19,5.572,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,37
1125,83,2023-12-20 14:30:00,Yoga,53.0,368.4,120.0,4.0,Marina Mall,Yoga,2023-12-20,2023-12-01,Wednesday,14,6.950943396226415,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,36
1126,83,2024-02-08 06:30:00,Cardio,65.0,509.0,147.2,3.0,Corniche,Cardio,2024-02-08,2024-02-01,Thursday,6,7.8307692307692305,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,86
1127,83,2024-10-22 09:00:00,Class,58.0,352.9,110.7,4.0,Corniche,Class,2024-10-22,2024-10-01,Tuesday,9,6.084482758620689,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,343
1128,83,2024-03-06 13:00:00,strenght,68.0,460.7,127.3,3.0,Marina Mall,Strength,2024-03-06,2024-03-01,Wednesday,13,6.7749999999999995,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,113
1129,83,2024-09-18 11:45:00,Strength,40.0,299.1,112.6,4.0,Marina Mall,Strength,2024-09-18,2024-09-01,Wednesday,11,7.477500000000001,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,309
1130,83,2024-06-06 15:30:00,Cardio,65.0,521.6,107.2,1.0,Downtown,Cardio,2024-06-06,2024-06-01,Thursday,15,8.024615384615386,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,205
1131,83,2023-12-09 13:45:00,Strength,54.0,1139.1,127.2,4.0,Corniche,Strength,2023-12-09,2023-12-01,Saturday,13,21.09444444444444,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,25
1132,83,2024-03-21 08:00:00,Yoga,50.0,286.8,126.8,1.0,Marina Mall,Yoga,2024-03-21,2024-03-01,Thursday,8,5.736000000000001,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,128
1133,83,2024-06-17 06:30:00,Cardio,66.0,485.9,96.2,4.0,Marina Mall,Cardio,2024-06-17,2024-06-01,Monday,6,7.362121212121211,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,216
1134,83,2024-09-26 06:15:00,Yoga,57.0,294.7,122.1,2.0,Corniche,Yoga,2024-09-26,2024-09-01,Thursday,6,5.170175438596491,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,317
1135,83,2024-06-26 09:45:00,Cardio,54.0,461.4,99.8,3.0,Corniche,Cardio,2024-06-26,2024-06-01,Wednesday,9,8.544444444444444,2023-11-14,38.0,Male,Abu Dhabi,Standard,169.89999999999998,77.2,Online Ad,1,Male,Abu Dhabi,1.6989999999999998,26.744257346269894,36-45,225
1136,84,2024-08-07 13:30:00,Yoga,75.0,446.1,111.5,4.0,Downtown,Yoga,2024-08-07,2024-08-01,Wednesday,13,5.948,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,184
1137,84,2024-04-07 21:00:00,Yoga,69.0,450.1,145.2,3.0,Downtown,Yoga,2024-04-07,2024-04-01,Sunday,21,6.523188405797102,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,62
1138,84,2024-04-24 16:15:00,Strength,23.0,108.6,130.3,5.0,Corniche,Strength,2024-04-24,2024-04-01,Wednesday,16,4.721739130434782,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,79
1139,84,2024-07-13 19:15:00,Cardio,36.0,283.4,111.3,1.0,Marina Mall,Cardio,2024-07-13,2024-07-01,Saturday,19,7.872222222222222,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,159
1140,84,2024-12-30 22:45:00,Cardio,58.0,465.0,112.7,4.0,Marina Mall,Cardio,2024-12-30,2024-12-01,Monday,22,8.017241379310345,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,329
1141,84,2024-07-13 16:45:00,Yoga,56.0,417.6,153.1,3.0,Corniche,Yoga,2024-07-13,2024-07-01,Saturday,16,7.457142857142857,2024-02-05,27.0,Male,Sharjah,Basic,169.6,85.2,Friend,0,Male,Sharjah,1.696,29.620194019223927,26-35,159
