workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch,workout_type_clean,workout_date,workout_month,day_of_week,hour_of_day,calories_per_min
1072,78,2023-10-29 20:30:00,Strength,61.0,372.0,125.2,3.0,Marina Mall,Strength,2023-10-29,2023-10-01,Sunday,20,6.098360655737705
1073,78,2023-10-08 06:30:00,Strength,41.0,171.4,150.6,1.0,Yas Mall,Strength,2023-10-08,2023-10-01,Sunday,6,4.180487804878049
1074,78,2023-06-18 09:00:00,Yoga,45.0,253.1,129.8,3.0,Yas Mall,Yoga,2023-06-18,2023-06-01,Sunday,9,5.624444444444444
1075,78,2023-08-02 08:45:00,Strength,84.0,486.4,144.1,3.0,Corniche,Strength,2023-08-02,2023-08-01,Wednesday,8,5.79047619047619
1076,78,2023-11-28 08:45:00,Strength,44.0,229.6,154.3,1.0,Corniche,Strength,2023-11-28,2023-11-01,Tuesday,8,5.218181818181818
1077,79,2024-08-07 12:45:00,Strength,37.0,240.1,118.3,3.0,Marina Mall,Strength,2024-08-07,2024-08-01,Wednesday,12,6.489189189189189
1078,79,2024-05-05 21:30:00,Strength,38.0,278.0,104.9,2.0,Marina Mall,Strength,2024-05-05,2024-05-01,Sunday,21,7.315789473684211
1079,79,2024-07-12 06:15:00,Strength,39.0,267.9,124.1,5.0,Downtown,Strength,2024-07-12,2024-07-01,Friday,6,6.869230769230769
1080,79,2024-12-13 07:15:00,Strength,65.0,373.9,122.4,1.0,Marina Mall,Strength,2024-12-13,2024-12-01,Friday,7,5.752307692307692
1081,79,2024-09-10 16:45:00,Cardio,46.0,360.7,161.5,4.0,Corniche,Cardio,2024-09-10,2024-09-01,Tuesday,16,7.841304347826087
1082,79,2024-09-27 07:15:00,Class,59.0,248.1,124.5,5.0,Yas Mall,Class,2024-09-27,2024-09-01,Friday,7,4.205084745762711
1083,79,2024-11-10 12:45:00,Cardio,31.0,283.4,136.4,3.0,Yas Mall,Cardio,2024-11-10,2024-11-01,Sunday,12,9.141935483870967
1084,79,2024-12-08 14:00:00,Cardio,44.0,386.9,114.1,4.0,Corniche,Cardio,2024-12-08,2024-12-01,Sunday,14,8.793181818181818
1085,80,2024-02-12 19:30:00,Class,105.0,617.6,128.6,2.0,Downtown,Class,2024-02-12,2024-02-01,Monday,19,5.881904761904762
1086,80,2024-07-24 20:00:00,Cardio,63.0,440.8,126.5,3.0,Yas Mall,Cardio,2024-07-24,2024-07-01,Wednesday,20,6.996825396825397
1087,80,2024-06-27 21:30:00,Strength,23.0,93.0,147.9,5.0,Yas Mall,Strength,2024-06-27,2024-06-01,Thursday,21,4.043478260869565
1088,80,2024-05-18 15:15:00,Class,54.0,1242.7,141.3,2.0,Marina Mall,Class,2024-05-18,2024-05-01,Saturday,15,23.012962962962963
1089,80,2024-04-29 10:30:00,Cardio,44.0,343.5,127.1,1.0,Downtown,Cardio,2024-04-29,2024-04-01,Monday,10,7.806818181818182
1090,81,2023-11-21 19:45:00,Cardio,65.0,575.5,151.5,2.0,Marina Mall,Cardio,2023-11-21,2023-11-01,Tuesday,19,8.853846153846154
1091,81,2024-06-08 21:15:00,Strength,49.0,242.1,136.8,5.0,Marina Mall,Strength,2024-06-08,2024-06-01,Saturday,21,4.940816326530612
1092,81,2024-02-10 15:45:00,Yoga,51.0,253.7,92.6,3.0,Marina Mall,Yoga,2024-02-10,2024-02-01,Saturday,15,4.974509803921569
1093,81,2023-11-05 09:45:00,Strength,47.0,285.2,125.7,5.0,Corniche,Strength,2023-11-05,2023-11-01,Sunday,9,6.068085106382979
1094,81,2024-06-20 20:30:00,Cardio,54.0,605.0,120.9,4.0,Downtown,Cardio,2024-06-20,2024-06-01,Thursday,20,11.203703703703704
1095,81,2024-05-28 06:00:00,Strength,79.0,453.5,127.2,5.0,Marina Mall,Strength,2024-05-28,2024-05-01,Tuesday,6,5.7405063291139244
1096,81,2024-03-20 19:00:00,Cardio,31.0,244.6,142.2,4.0,Corniche,Cardio,2024-03-20,2024-03-01,Wednesday,19,7.890322580645161
1097,81,2024-07-25 17:15:00,Strength,43.0,249.4,116.3,3.0,Marina Mall,Strength,2024-07-25,2024-07-01,Thursday,17,5.8
1098,81,2024-08-16 06:15:00,Strength,52.0,375.2,155.1,4.0,Yas Mall,Strength,2024-08-16,2024-08-01,Friday,6,7.2153846153846155
1099,81,2023-11-25 21:30:00,Strength,58.0,381.8,132.7,2.0,Downtown,Strength,2023-11-25,2023-11-01,Saturday,21,6.582758620689655
1100,81,2024-01-23 07:15:00,Cardio,55.0,442.0,123.9,2.0,Corniche,Cardio,2024-01-23,2024-01-01,Tuesday,7,8.036363636363637
1101,81,2024-01-29 19:00:00,Cardio,54.0,431.79999999999995,120.5,2.0,Corniche,Cardio,2024-01-29,2024-01-01,Monday,19,7.996296296296295
1102,81,2023-10-27 07:15:00,Strength,79.0,405.3,134.2,3.0,Downtown,Strength,2023-10-27,2023-10-01,Friday,7,5.130379746835443
1103,81,2024-06-17 07:30:00,Cardio,54.0,336.9,150.9,1.0,Downtown,Cardio,2024-06-17,2024-06-01,Monday,7,6.238888888888888
1104,81,2024-05-25 07:15:00,Cardio,56.0,467.2,141.8,5.0,Marina Mall,Cardio,2024-05-25,2024-05-01,Saturday,7,8.342857142857143
1105,81,2024-06-24 14:45:00,Cardio,44.0,324.9,146.0,4.0,Downtown,Cardio,2024-06-24,2024-06-01,Monday,14,7.384090909090909
1106,82,2024-02-09 12:00:00,Strength,52.0,346.0,117.0,1.0,Corniche,Strength,2024-02-09,2024-02-01,Friday,12,6.653846153846154
1107,82,2024-03-22 17:15:00,Cardio,45.0,380.1,120.2,4.0,Downtown,Cardio,2024-03-22,2024-03-01,Friday,17,8.446666666666667
1108,82,2023-09-13 14:15:00,Class,67.0,330.8,118.8,5.0,Corniche,Class,2023-09-13,2023-09-01,Wednesday,14,4.937313432835821
1109,82,2023-11-30 07:00:00,Cardio,74.0,598.4,130.3,3.0,Downtown,Cardio,2023-11-30,2023-11-01,Thursday,7,8.086486486486486
1110,82,2024-03-06 17:15:00,Yoga,67.0,387.8,155.5,3.0,Downtown,Yoga,2024-03-06,2024-03-01,Wednesday,17,5.7880597014925375
1111,82,2024-04-14 07:45:00,Yoga,38.0,227.8,142.5,2.0,Corniche,Yoga,2024-04-14,2024-04-01,Sunday,7,5.994736842105263
1112,82,2023-10-23 08:30:00,Strength,69.0,378.9,158.9,4.0,Corniche,Strength,2023-10-23,2023-10-01,Monday,8,5.491304347826087
1113,82,2023-08-25 18:15:00,Strength,62.0,325.6,130.7,1.0,Corniche,Strength,2023-08-25,2023-08-01,Friday,18,5.251612903225807
1114,82,2024-01-10 18:15:00,Yoga,54.0,534.2,143.6,3.0,Marina Mall,Yoga,2024-01-10,2024-01-01,Wednesday,18,9.892592592592594
1115,82,2023-12-10 16:15:00,Cardio,66.0,470.0,163.0,3.0,Marina Mall,Cardio,2023-12-10,2023-12-01,Sunday,16,7.121212121212121
1116,82,2024-04-17 21:45:00,Strength,38.0,272.1,129.5,5.0,Downtown,Strength,2024-04-17,2024-04-01,Wednesday,21,7.1605263157894745
1117,83,2024-10-17 20:45:00,Cardio,63.0,431.79999999999995,76.9,2.0,Marina Mall,Cardio,2024-10-17,2024-10-01,Thursday,20,6.853968253968254
1118,83,2024-09-29 15:30:00,Cardio,76.0,594.8,123.3,4.0,Corniche,Cardio,2024-09-29,2024-09-01,Sunday,15,7.826315789473684
1119,83,2024-09-17 15:15:00,Strength,68.0,485.5,132.6,1.0,Downtown,Strength,2024-09-17,2024-09-01,Tuesday,15,7.139705882352941
1120,83,2024-09-28 11:30:00,Strength,54.0,28.2,124.5,4.0,Marina Mall,Strength,2024-09-28,2024-09-01,Saturday,11,0.5222222222222223
1121,83,2024-11-08 08:45:00,Strength,44.0,292.9,110.6,4.0,Corniche,Strength,2024-11-08,2024-11-01,Friday,8,6.656818181818181
1122,83,2024-01-25 13:45:00,Cardio,31.0,197.6,145.9,1.0,Corniche,Cardio,2024-01-25,2024-01-01,Thursday,13,6.374193548387097
1123,83,2023-12-04 14:30:00,Yoga,40.0,262.7,147.8,5.0,Corniche,Yoga,2023-12-04,2023-12-01,Monday,14,6.5675
1124,83,2023-12-21 19:45:00,Strength,75.0,417.9,103.2,2.0,Yas Mall,Strength,2023-12-21,2023-12-01,Thursday,19,5.572
1125,83,2023-12-20 14:30:00,Yoga,53.0,368.4,120.0,4.0,Marina Mall,Yoga,2023-12-20,2023-12-01,Wednesday,14,6.950943396226415
1126,83,2024-02-08 06:30:00,Cardio,65.0,509.0,147.2,3.0,Corniche,Cardio,2024-02-08,2024-02-01,Thursday,6,7.8307692307692305
1127,83,2024-10-22 09:00:00,Class,58.0,352.9,110.7,4.0,Corniche,Class,2024-10-22,2024-10-01,Tuesday,9,6.084482758620689
1128,83,2024-03-06 13:00:00,strenght,68.0,460.7,127.3,3.0,Marina Mall,Strength,2024-03-06,2024-03-01,Wednesday,13,6.7749999999999995
1129,83,2024-09-18 11:45:00,Strength,40.0,299.1,112.6,4.0,Marina Mall,Strength,2024-09-18,2024-09-01,Wednesday,11,7.477500000000001
1130,83,2024-06-06 15:30:00,Cardio,65.0,521.6,107.2,1.0,Downtown,Cardio,2024-06-06,2024-06-01,Thursday,15,8.024615384615386
1131,83,2023-12-09 13:45:00,Strength,54.0,1139.1,127.2,4.0,Corniche,Strength,2023-12-09,2023-12-01,Saturday,13,21.09444444444444
1132,83,2024-03-21 08:00:00,Yoga,50.0,286.8,126.8,1.0,Marina Mall,Yoga,2024-03-21,2024-03-01,Thursday,8,5.736000000000001
1133,83,2024-06-17 06:30:00,Cardio,66.0,485.9,96.2,4.0,Marina Mall,Cardio,2024-06-17,2024-06-01,Monday,6,7.362121212121211
1134,83,2024-09-26 06:15:00,Yoga,57.0,294.7,122.1,2.0,Corniche,Yoga,2024-09-26,2024-09-01,Thursday,6,5.170175438596491
1135,83,2024-06-26 09:45:00,Cardio,54.0,461.4,99.8,3.0,Corniche,Cardio,2024-06-26,2024-06-01,Wednesday,9,8.544444444444444
1136,84,2024-08-07 13:30:00,Yoga,75.0,446.1,111.5,4.0,Downtown,Yoga,2024-08-07,2024-08-01,Wednesday,13,5.948
1137,84,2024-04-07 21:00:00,Yoga,69.0,450.1,145.2,3.0,Downtown,Yoga,2024-04-07,2024-04-01,Sunday,21,6.523188405797102
1138,84,2024-04-24 16:15:00,Strength,23.0,108.6,130.3,5.0,Corniche,Strength,2024-04-24,2024-04-01,Wednesday,16,4.721739130434782
1139,84,2024-07-13 19:15:00,Cardio,36.0,283.4,111.3,1.0,Marina Mall,Cardio,2024-07-13,2024-07-01,Saturday,19,7.872222222222222
1140,84,2024-12-30 22:45:00,Cardio,58.0,465.0,112.7,4.0,Marina Mall,Cardio,2024-12-30,2024-12-01,Monday,22,8.017241379310345
1141,84,2024-07-13 16:45:00,Yoga,56.0,417.6,153.1,3.0,Corniche,Yoga,2024-07-13,2024-07-01,Saturday,16,7.457142857142857
1142,84,2024-10-04 14:00:00,Class,54.0,249.9,119.5,4.0,Marina Mall,Class,2024-10-04,2024-10-01,Friday,14,4.627777777777778
1143,84,2024-07-09 17:45:00,Cardio,41.0,323.3,147.0,4.0,Yas Mall,Cardio,2024-07-09,2024-07-01,Tuesday,17,7.885365853658537
1144,85,2024-04-21 20:00:00,Cardio,52.0,399.4,131.3,3.0,Marina Mall,Cardio,2024-04-21,2024-04-01,Sunday,20,7.68076923076923
1145,85,2024-12-13 06:00:00,Class,57.0,317.6,136.5,2.0,Corniche,Class,2024-12-13,2024-12-01,Friday,6,5.571929824561404
1146,85,2024-06-21 21:45:00,Cardio,48.0,389.3,119.4,3.0,Yas Mall,Cardio,2024-06-21,2024-06-01,Friday,21,8.110416666666667
1147,85,2024-04-27 21:00:00,Cardio,51.0,388.4,128.4,4.0,Downtown,Cardio,2024-04-27,2024-04-01,Saturday,21,7.6156862745098035
1148,85,2024-08-05 08:30:00,Strength,54.0,318.1,100.4,4.0,Yas Mall,Strength,2024-08-05,2024-08-01,Monday,8,5.890740740740741
1149,85,2024-02-24 18:00:00,Class,40.0,272.1,138.8,5.0,Corniche,Class,2024-02-24,2024-02-01,Saturday,18,6.8025
1150,85,2024-07-10 22:00:00,Strength,55.0,357.2,130.2,5.0,Marina Mall,Strength,2024-07-10,2024-07-01,Wednesday,22,6.494545454545454
1151,85,2024-09-14 10:15:00,Cardio,69.0,674.4,122.5,4.0,Corniche,Cardio,2024-09-14,2024-09-01,Saturday,10,9.773913043478261
1152,85,2024-04-27 08:30:00,Strength,38.0,217.7,144.2,2.0,Downtown,Strength,2024-04-27,2024-04-01,Saturday,8,5.728947368421053
1153,85,2024-07-25 20:45:00,Strength,44.0,227.1,132.7,4.0,Yas Mall,Strength,2024-07-25,2024-07-01,Thursday,20,5.161363636363636
1154,85,2024-05-13 11:00:00,Strength,53.0,381.0,140.5,5.0,Corniche,Strength,2024-05-13,2024-05-01,Monday,11,7.188679245283019
1155,85,2024-12-28 10:30:00,Class,73.0,423.1,120.1,5.0,Marina Mall,Class,2024-12-28,2024-12-01,Saturday,10,5.795890410958904
1156,86,2024-09-05 17:15:00,Class,51.0,244.4,131.7,3.0,Marina Mall,Class,2024-09-05,2024-09-01,Thursday,17,4.792156862745098
1157,86,2024-09-17 20:30:00,CARDIO,61.0,436.4,118.7,5.0,Downtown,Cardio,2024-09-17,2024-09-01,Tuesday,20,7.154098360655738
1158,86,2024-12-14 14:00:00,Cardio,37.0,328.7,137.3,3.0,Marina Mall,Cardio,2024-12-14,2024-12-01,Saturday,14,8.883783783783784
1159,86,2024-06-30 06:15:00,Strength,49.0,256.3,124.2,3.0,Marina Mall,Strength,2024-06-30,2024-06-01,Sunday,6,5.2306122448979595
1160,86,2024-12-14 18:00:00,Yoga,50.0,329.0,135.9,4.0,Marina Mall,Yoga,2024-12-14,2024-12-01,Saturday,18,6.58
1161,86,2024-06-10 10:00:00,Yoga,51.0,278.3,156.3,1.0,Yas Mall,Yoga,2024-06-10,2024-06-01,Monday,10,5.456862745098039
1162,86,2024-10-21 09:30:00,Cardio,56.0,422.6,136.9,3.0,Marina Mall,Cardio,2024-10-21,2024-10-01,Monday,9,7.546428571428572
1163,86,2024-07-26 21:30:00,Cardio,56.0,416.0,148.6,3.0,Corniche,Cardio,2024-07-26,2024-07-01,Friday,21,7.428571428571429
1164,86,2024-12-23 10:45:00,cardio,64.0,546.9,115.9,3.0,Corniche,Cardio,2024-12-23,2024-12-01,Monday,10,8.5453125
1165,86,2024-08-24 19:45:00,Cardio,40.0,255.4,145.6,3.0,Corniche,Cardio,2024-08-24,2024-08-01,Saturday,19,6.385
1166,86,2024-12-03 10:45:00,Cardio,45.0,366.8,139.0,5.0,Corniche,Cardio,2024-12-03,2024-12-01,Tuesday,10,8.151111111111112
1167,86,2024-12-21 10:30:00,Cardio,90.0,684.5,145.7,1.0,Marina Mall,Cardio,2024-12-21,2024-12-01,Saturday,10,7.605555555555555
1168,86,2024-12-29 12:30:00,Cardio,60.0,450.7,132.9,4.0,Downtown,Cardio,2024-12-29,2024-12-01,Sunday,12,7.511666666666667
1169,86,2024-11-11 20:00:00,Cardio,54.0,358.2,94.8,3.0,Marina Mall,Cardio,2024-11-11,2024-11-01,Monday,20,6.633333333333333
1170,86,2024-09-18 14:45:00,Class,54.0,395.7,121.9,2.0,Corniche,Class,2024-09-18,2024-09-01,Wednesday,14,7.3277777777777775
1171,86,2024-11-12 20:45:00,Cardio,64.0,556.4,131.0,5.0,Downtown,Cardio,2024-11-12,2024-11-01,Tuesday,20,8.69375
1172,87,2023-12-14 13:30:00,Cardio,58.0,411.2,127.6,4.0,Marina Mall,Cardio,2023-12-14,2023-12-01,Thursday,13,7.089655172413793
1173,87,2024-03-18 19:30:00,Strength,63.0,347.9,118.1,5.0,Yas Mall,Strength,2024-03-18,2024-03-01,Monday,19,5.522222222222222
1174,87,2023-07-10 19:45:00,Class,37.0,220.9,142.4,3.0,Downtown,Class,2023-07-10,2023-07-01,Monday,19,5.97027027027027
1175,87,2023-06-13 19:45:00,Cardio,58.0,462.6,122.7,4.0,Yas Mall,Cardio,2023-06-13,2023-06-01,Tuesday,19,7.975862068965518
1176,87,2024-02-13 09:15:00,Strength,54.0,359.6,117.6,2.0,Yas Mall,Strength,2024-02-13,2024-02-01,Tuesday,9,6.65925925925926
1177,87,2023-12-05 16:45:00,Cardio,62.0,496.4,130.3,3.0,Corniche,Cardio,2023-12-05,2023-12-01,Tuesday,16,8.006451612903225
1178,87,2023-08-20 17:00:00,Yoga,74.0,480.1,99.8,3.0,Downtown,Yoga,2023-08-20,2023-08-01,Sunday,17,6.487837837837838
1179,87,2023-11-28 18:45:00,Cardio,49.0,407.4,116.3,3.0,Corniche,Cardio,2023-11-28,2023-11-01,Tuesday,18,8.314285714285713
1180,87,2023-12-05 07:45:00,Strength,40.0,272.2,131.3,5.0,Marina Mall,Strength,2023-12-05,2023-12-01,Tuesday,7,6.805
1181,87,2023-10-17 21:00:00,Cardio,61.0,509.7,126.0,2.0,Downtown,Cardio,2023-10-17,2023-10-01,Tuesday,21,8.355737704918033
1182,88,2024-06-03 09:45:00,Strength,54.0,69.2,145.2,4.0,Corniche,Strength,2024-06-03,2024-06-01,Monday,9,1.2814814814814814
1183,88,2024-03-07 20:00:00,Cardio,47.0,400.5,142.4,5.0,Corniche,Cardio,2024-03-07,2024-03-01,Thursday,20,8.52127659574468
1184,88,2024-07-15 18:45:00,Cardio,73.0,589.4,132.0,4.0,Yas Mall,Cardio,2024-07-15,2024-07-01,Monday,18,8.073972602739726
1185,88,2024-10-31 21:00:00,CARDIO,41.0,375.9,141.9,5.0,Marina Mall,Cardio,2024-10-31,2024-10-01,Thursday,21,9.168292682926829
1186,88,2024-02-10 21:30:00,Strength,43.0,260.8,130.2,3.0,Downtown,Strength,2024-02-10,2024-02-01,Saturday,21,6.065116279069768
1187,88,2024-07-04 17:30:00,Yoga,52.0,326.9,149.8,4.0,Yas Mall,Yoga,2024-07-04,2024-07-01,Thursday,17,6.286538461538461
1188,88,2024-10-24 16:15:00,Class,43.0,293.0,141.0,1.0,Marina Mall,Class,2024-10-24,2024-10-01,Thursday,16,6.813953488372093
1189,88,2024-02-08 07:00:00,cardio,46.0,348.4,137.4,5.0,Corniche,Cardio,2024-02-08,2024-02-01,Thursday,7,7.57391304347826
1190,88,2024-12-09 14:30:00,Cardio,32.0,262.2,128.5,3.0,Corniche,Cardio,2024-12-09,2024-12-01,Monday,14,8.19375
1191,88,2024-03-22 20:45:00,Cardio,83.0,642.2,132.3,5.0,Yas Mall,Cardio,2024-03-22,2024-03-01,Friday,20,7.7373493975903616
1192,88,2024-11-24 06:15:00,Cardio,54.0,403.4,111.9,5.0,Yas Mall,Cardio,2024-11-24,2024-11-01,Sunday,6,7.47037037037037
1193,88,2024-01-30 16:00:00,Strength,64.0,370.3,136.7,4.0,Downtown,Strength,2024-01-30,2024-01-01,Tuesday,16,5.7859375
1194,88,2024-12-15 17:45:00,Cardio,31.0,187.4,129.1,2.0,Downtown,Cardio,2024-12-15,2024-12-01,Sunday,17,6.04516129032258
1195,88,2024-03-30 10:30:00,cardio,54.0,428.7,114.5,2.0,Downtown,Cardio,2024-03-30,2024-03-01,Saturday,10,7.938888888888889
1196,88,2024-09-18 19:30:00,Cardio,46.0,373.5,130.3,5.0,Downtown,Cardio,2024-09-18,2024-09-01,Wednesday,19,8.119565217391305
1197,88,2024-08-27 15:30:00,Yoga,58.0,357.4,135.0,5.0,Downtown,Yoga,2024-08-27,2024-08-01,Tuesday,15,6.162068965517241
1198,88,2024-11-21 21:15:00,Strength,54.0,68.7,116.2,2.0,Marina Mall,Strength,2024-11-21,2024-11-01,Thursday,21,1.2722222222222224
1199,88,2024-06-18 17:45:00,Cardio,63.0,500.0,117.7,3.0,Yas Mall,Cardio,2024-06-18,2024-06-01,Tuesday,17,7.936507936507937
1200,88,2024-11-16 17:30:00,Strength,66.0,327.2,157.0,3.0,Yas Mall,Strength,2024-11-16,2024-11-01,Saturday,17,4.957575757575757
1201,88,2024-10-19 09:00:00,Strength,55.0,293.0,129.1,2.0,Marina Mall,Strength,2024-10-19,2024-10-01,Saturday,9,5.327272727272727
1202,89,2024-11-01 20:00:00,Strength,67.0,378.2,125.6,4.0,Corniche,Strength,2024-11-01,2024-11-01,Friday,20,5.644776119402985
1203,89,2024-07-04 14:45:00,Cardio,74.0,570.1,148.3,3.0,Corniche,Cardio,2024-07-04,2024-07-01,Thursday,14,7.704054054054055
1204,89,2024-11-06 08:00:00,Cardio,49.0,392.6,144.0,1.0,Yas Mall,Cardio,2024-11-06,2024-11-01,Wednesday,8,8.012244897959183
1205,89,2024-07-30 07:45:00,Cardio,66.0,484.7,124.7,2.0,Corniche,Cardio,2024-07-30,2024-07-01,Tuesday,7,7.343939393939394
1206,89,2024-11-21 18:15:00,Cardio,67.0,431.79999999999995,122.6,4.0,Corniche,Cardio,2024-11-21,2024-11-01,Thursday,18,6.4447761194029844
1207,89,2024-08-11 18:45:00,Strength,42.0,276.6,152.5,4.0,Yas Mall,Strength,2024-08-11,2024-08-01,Sunday,18,6.585714285714286
1208,89,2024-04-10 21:00:00,Yoga,50.0,266.2,148.6,4.0,Corniche,Yoga,2024-04-10,2024-04-01,Wednesday,21,5.324
1209,89,2024-10-17 14:30:00,Strength,62.0,396.3,129.2,1.0,Yas Mall,Strength,2024-10-17,2024-10-01,Thursday,14,6.391935483870968
1210,89,2024-11-22 08:45:00,Cardio,60.0,437.6,113.6,5.0,Downtown,Cardio,2024-11-22,2024-11-01,Friday,8,7.293333333333334
1211,89,2024-09-06 20:30:00,Cardio,57.0,425.9,137.8,3.0,Corniche,Cardio,2024-09-06,2024-09-01,Friday,20,7.471929824561403
1212,89,2024-04-18 09:00:00,Cardio,62.0,516.3,154.9,3.0,Corniche,Cardio,2024-04-18,2024-04-01,Thursday,9,8.327419354838709
1213,89,2024-12-31 12:45:00,Cardio,42.0,321.9,125.8,4.0,Corniche,Cardio,2024-12-31,2024-12-01,Tuesday,12,7.664285714285714
1214,90,2024-10-22 20:00:00,Strength,74.0,522.4,170.1,4.0,Corniche,Strength,2024-10-22,2024-10-01,Tuesday,20,7.059459459459459
1215,90,2024-04-28 17:15:00,Cardio,54.0,414.2,139.7,3.0,Downtown,Cardio,2024-04-28,2024-04-01,Sunday,17,7.67037037037037
1216,90,2024-10-01 06:15:00,Yoga,47.0,350.8,139.7,3.0,Yas Mall,Yoga,2024-10-01,2024-10-01,Tuesday,6,7.463829787234043
1217,90,2024-01-25 21:00:00,Cardio,54.0,1684.3,148.5,5.0,Downtown,Cardio,2024-01-25,2024-01-01,Thursday,21,31.19074074074074
1218,90,2024-04-28 15:30:00,Strength,43.0,196.5,98.3,5.0,Yas Mall,Strength,2024-04-28,2024-04-01,Sunday,15,4.569767441860465
1219,90,2024-05-07 13:15:00,Cardio,71.0,581.4,142.3,2.0,Marina Mall,Cardio,2024-05-07,2024-05-01,Tuesday,13,8.188732394366196
1220,90,2024-07-29 11:45:00,Cardio,73.0,578.3,142.4,3.0,Downtown,Cardio,2024-07-29,2024-07-01,Monday,11,7.9219178082191775
1221,90,2024-07-28 17:15:00,Class,61.0,284.9,150.6,1.0,Yas Mall,Class,2024-07-28,2024-07-01,Sunday,17,4.670491803278688
1222,91,2024-07-06 08:45:00,Cardio,61.0,431.9,125.5,4.0,Corniche,Cardio,2024-07-06,2024-07-01,Saturday,8,7.080327868852459
1223,91,2024-10-10 09:15:00,Cardio,63.0,503.2,130.1,3.0,Downtown,Cardio,2024-10-10,2024-10-01,Thursday,9,7.987301587301587
1224,91,2024-09-11 19:15:00,Cardio,56.0,450.5,139.7,1.0,Marina Mall,Cardio,2024-09-11,2024-09-01,Wednesday,19,8.044642857142858
1225,91,2024-09-24 11:30:00,Yoga,54.0,72.7,119.5,3.0,Downtown,Yoga,2024-09-24,2024-09-01,Tuesday,11,1.3462962962962963
1226,91,2024-12-07 13:45:00,Strength,78.0,378.0,108.6,3.0,Yas Mall,Strength,2024-12-07,2024-12-01,Saturday,13,4.846153846153846
1227,91,2024-10-06 18:30:00,Cardio,54.0,481.6,152.0,3.0,Yas Mall,Cardio,2024-10-06,2024-10-01,Sunday,18,8.91851851851852
1228,91,2024-07-24 11:15:00,Strength,39.0,245.6,108.6,5.0,Downtown,Strength,2024-07-24,2024-07-01,Wednesday,11,6.297435897435897
1229,92,2024-04-07 13:30:00,Cardio,52.0,428.5,114.7,1.0,Yas Mall,Cardio,2024-04-07,2024-04-01,Sunday,13,8.240384615384615
1230,92,2024-01-28 19:00:00,Class,51.0,344.2,127.3,3.0,Corniche,Class,2024-01-28,2024-01-01,Sunday,19,6.749019607843137
1231,92,2023-12-02 06:00:00,Cardio,75.0,611.4,120.4,4.0,Marina Mall,Cardio,2023-12-02,2023-12-01,Saturday,6,8.152
1232,92,2024-01-15 19:15:00,Cardio,63.0,489.8,135.3,4.0,Corniche,Cardio,2024-01-15,2024-01-01,Monday,19,7.7746031746031745
1233,92,2023-10-10 16:30:00,Cardio,69.0,515.5,136.6,4.0,Marina Mall,Cardio,2023-10-10,2023-10-01,Tuesday,16,7.471014492753623
1234,92,2023-12-07 21:45:00,Strength,39.0,275.9,132.2,4.0,Corniche,Strength,2023-12-07,2023-12-01,Thursday,21,7.074358974358974
1235,92,2024-02-13 20:15:00,Cardio,52.0,429.6,137.2,4.0,Corniche,Cardio,2024-02-13,2024-02-01,Tuesday,20,8.261538461538462
1236,92,2024-06-23 14:30:00,Cardio,40.0,325.6,136.5,3.0,Yas Mall,Cardio,2024-06-23,2024-06-01,Sunday,14,8.14
1237,92,2024-03-24 09:45:00,Yoga,53.0,335.3,151.0,1.0,Downtown,Yoga,2024-03-24,2024-03-01,Sunday,9,6.326415094339623
1238,92,2024-07-18 17:30:00,Class,73.0,481.4,125.5,3.0,Marina Mall,Class,2024-07-18,2024-07-01,Thursday,17,6.594520547945205
1239,92,2024-02-09 16:30:00,Cardio,81.0,704.2,103.6,4.0,Downtown,Cardio,2024-02-09,2024-02-01,Friday,16,8.693827160493827
1240,92,2024-08-26 19:30:00,Yoga,41.0,219.1,125.9,4.0,Downtown,Yoga,2024-08-26,2024-08-01,Monday,19,5.34390243902439
1241,92,2023-12-23 07:00:00,Strength,74.0,379.9,141.2,4.0,Marina Mall,Strength,2023-12-23,2023-12-01,Saturday,7,5.133783783783784
1242,92,2024-03-13 14:30:00,Strength,46.0,272.5,126.9,4.0,Corniche,Strength,2024-03-13,2024-03-01,Wednesday,14,5.923913043478261
1243,92,2024-04-24 22:45:00,Cardio,64.0,543.2,107.9,3.0,Marina Mall,Cardio,2024-04-24,2024-04-01,Wednesday,22,8.4875
1244,92,2024-07-01 15:45:00,Strength,48.0,334.6,134.1,3.0,Yas Mall,Strength,2024-07-01,2024-07-01,Monday,15,6.970833333333334
1245,92,2023-11-15 15:45:00,Strength,76.0,327.2,118.7,3.0,Downtown,Strength,2023-11-15,2023-11-01,Wednesday,15,4.3052631578947365
1246,92,2024-08-03 11:15:00,Cardio,61.0,431.79999999999995,116.0,3.0,Corniche,Cardio,2024-08-03,2024-08-01,Saturday,11,7.078688524590163
1247,92,2024-04-17 06:15:00,Strength,58.0,323.4,148.4,2.0,Downtown,Strength,2024-04-17,2024-04-01,Wednesday,6,5.575862068965517
1248,92,2024-01-24 22:45:00,Cardio,44.0,378.4,134.4,2.0,Downtown,Cardio,2024-01-24,2024-01-01,Wednesday,22,8.6
1249,92,2024-04-10 06:15:00,Class,73.0,430.3,135.5,5.0,Corniche,Class,2024-04-10,2024-04-01,Wednesday,6,5.894520547945206
