workout_id,member_id,workout_datetime,workout_type,duration_min,calories_burned,avg_heart_rate,satisfaction_rating,branch
999,74,2024-09-04 11:30:00,CARDIO,46.0,375.1,151.0,4.0,Yas Mall
1000,74,2024-06-28 19:00:00,Strength,61.0,,134.5,2.0,Yas Mall
1001,74,2024-05-21 15:30:00,Strength,33.0,,130.5,5.0,Downtown
1002,74,2024-08-23 14:30:00,Strength,52.0,299.1,142.0,3.0,Corniche
1003,74,2024-11-28 15:00:00,Cardio,48.0,418.1,153.5,1.0,Downtown
1004,74,2024-11-10 10:15:00,Strength,42.0,250.0,135.6,3.0,Marina Mall
1005,74,2024-07-28 09:15:00,cardio,63.0,542.7,125.5,5.0,Yas Mall
1006,74,2024-12-05 14:45:00,Cardio,0.0,60.8,148.9,,Downtown
1007,74,2024-05-02 19:00:00,Strength,32.0,199.9,163.1,3.0,Marina Mall
1008,74,2024-12-21 12:45:00,Cardio,44.0,330.3,93.0,3.0,Marina Mall
1009,74,2024-09-06 18:15:00,Yoga,40.0,300.0,130.6,5.0,Yas Mall
1010,74,2024-11-16 18:45:00,Class,57.0,366.4,130.8,3.0,Corniche
1011,74,2024-08-24 09:15:00,Strength,76.0,355.3,134.7,6.0,Yas Mall
1012,74,2024-12-26 14:45:00,Cardio,77.0,621.0,135.9,5.0,Downtown
1013,74,2024-06-07 22:00:00,Yoga,36.0,216.9,134.3,3.0,Yas Mall
1014,74,2024-09-17 08:15:00,Cardio,72.0,585.8,117.5,2.0,Marina Mall
1015,74,2024-12-25 20:00:00,Strength,200.0,1142.7,153.3,2.0,Marina Mall
1016,74,2024-09-27 21:30:00,Cardio,55.0,353.7,141.8,2.0,Yas Mall
1017,74,2024-08-14 06:45:00,Strength,33.0,162.8,133.0,6.0,Yas Mall
1018,75,2024-07-08 15:45:00,Class,49.0,229.4,146.6,3.0,Downtown
1019,75,2024-01-04 07:00:00,Strength,66.0,405.7,136.3,5.0,Corniche
1020,75,2024-08-12 18:15:00,Cardio,46.0,283.8,106.4,5.0,Corniche
1021,75,2024-06-22 22:30:00,Yoga,0.0,-27.6,127.2,5.0,Yas Mall
1022,75,2023-10-25 06:45:00,CARDIO,61.0,474.3,128.2,4.0,Yas Mall
1023,75,2024-01-29 12:45:00,Cardio,59.0,507.5,127.4,3.0,Marina Mall
1024,75,2024-09-11 13:00:00,Strength,35.0,231.9,126.5,5.0,Yas Mall
1025,75,2024-05-12 13:00:00,Class,60.0,374.1,132.2,4.0,Downtown
1026,75,2024-01-01 11:45:00,Cardio,55.0,459.5,130.3,4.0,Yas Mall
1027,75,2024-01-22 09:00:00,Cardio,73.0,546.2,137.8,4.0,Downtown
1028,75,2023-12-20 13:30:00,Strength,55.0,378.3,116.5,4.0,Downtown
1029,75,2024-07-26 07:45:00,Cardio,47.0,300.0,152.1,1.0,Marina Mall
1030,75,2024-02-05 13:30:00,Cardio,53.0,399.2,115.9,4.0,Marina Mall
1031,75,2024-06-20 11:45:00,Strength,49.0,342.2,113.3,6.0,Marina Mall
1032,76,2023-08-25 10:30:00,Yoga,71.0,440.7,137.8,3.0,Downtown
1033,76,2023-03-15 14:30:00,Cardio,29.0,307.6,124.5,6.0,Marina Mall
1034,76,2023-09-23 21:00:00,Cardio,51.0,453.9,140.2,4.0,Marina Mall
1035,76,2023-09-07 15:00:00,Class,57.0,375.9,134.2,4.0,Downtown
1036,76,2023-04-30 19:45:00,Strength,49.0,326.1,116.8,6.0,Corniche
1037,76,2023-11-08 09:45:00,Yoga,56.0,272.5,123.4,4.0,Marina Mall
1038,76,2024-01-06 11:30:00,Cardio,69.0,561.1,113.6,4.0,Yas Mall
1039,76,2024-02-07 20:00:00,Strength,57.0,281.3,120.9,4.0,Downtown
1040,76,2023-07-08 07:15:00,Strength,61.0,337.5,154.8,3.0,Corniche
1041,76,2023-06-22 07:30:00,CARDIO,52.0,433.2,150.0,2.0,Corniche
1042,76,2023-05-08 18:30:00,Cardio,58.0,484.1,135.2,1.0,Marina Mall
1043,76,2023-04-30 19:15:00,Cardio,32.0,344.8,113.9,2.0,Yas Mall
1044,76,2023-06-16 12:45:00,strenght,59.0,339.3,146.8,1.0,Corniche
1045,77,2024-05-27 21:15:00,Yoga,36.0,218.1,141.6,2.0,Marina Mall
1046,77,2023-11-26 08:00:00,Strength,65.0,407.4,157.3,1.0,Marina Mall
1047,77,2023-11-05 16:30:00,Yoga,64.0,,113.6,2.0,Corniche
1048,77,2024-02-18 13:15:00,Strength,36.0,202.6,131.8,4.0,Downtown
1049,77,2024-07-16 13:15:00,Cardio,48.0,352.1,134.4,5.0,Marina Mall
1050,77,2024-02-01 13:45:00,Cardio,83.0,624.9,113.5,2.0,Yas Mall
1051,77,2023-08-26 06:45:00,Strength,49.0,323.2,149.2,2.0,Corniche
1052,77,2024-04-07 08:45:00,Cardio,,708.3,146.6,3.0,Corniche
1053,77,2023-09-22 15:30:00,Strength,50.0,306.9,146.2,1.0,Downtown
1054,77,2024-03-12 15:15:00,Yoga,200.0,1218.8,141.0,3.0,Yas Mall
1055,77,2024-03-04 06:30:00,Class,61.0,305.0,118.3,2.0,Marina Mall
1056,77,2024-02-27 22:00:00,Strength,76.0,486.4,,5.0,Corniche
1057,77,2024-05-09 21:30:00,Strength,43.0,256.3,101.3,5.0,Marina Mall
1058,78,2024-02-27 22:30:00,Strength,54.0,360.6,149.0,4.0,Yas Mall
1059,78,2023-11-24 16:15:00,Strength,59.0,357.8,,1.0,Marina Mall
1060,78,2023-05-28 20:00:00,Yoga,42.0,296.6,140.2,4.0,Yas Mall
1061,78,2023-10-22 10:30:00,Cardio,54.0,391.6,122.1,4.0,Corniche
1062,78,2023-10-23 15:00:00,Cardio,72.0,592.9,121.6,1.0,Downtown
1063,78,2024-01-01 11:30:00,Strength,,532.4,169.8,5.0,Yas Mall
1064,78,2023-10-10 14:45:00,Yoga,57.0,311.8,109.2,5.0,Downtown
1065,78,2024-04-11 09:00:00,Cardio,50.0,350.4,151.7,2.0,Marina Mall
1066,78,2024-04-09 19:15:00,Cardio,78.0,577.8,136.9,6.0,Yas Mall
1067,78,2024-02-05 10:30:00,Strength,70.0,505.2,124.9,1.0,Downtown
1068,78,2023-09-28 18:00:00,Class,57.0,305.4,129.2,2.0,Marina Mall
1069,78,2024-03-04 08:00:00,Strength,47.0,294.0,125.2,5.0,Corniche
1070,78,2023-07-02 10:00:00,Class,62.0,418.6,150.3,2.0,Yas Mall
1071,78,2023-08-19 07:30:00,Class,62.0,347.9,132.5,2.0,Downtown
1072,78,2023-10-29 20:30:00,Strength,61.0,372.0,125.2,6.0,Marina Mall
1073,78,2023-10-08 06:30:00,Strength,41.0,171.4,150.6,1.0,Yas Mall
1074,78,2023-06-18 09:00:00,Yoga,45.0,253.1,,3.0,Yas Mall
1075,78,2023-08-02 08:45:00,Strength,84.0,486.4,144.1,,Corniche
1076,78,2023-11-28 08:45:00,Strength,44.0,229.6,154.3,1.0,Corniche
1077,79,2024-08-07 12:45:00,Strength,37.0,240.1,118.3,3.0,Marina Mall
1078,79,2024-05-05 21:30:00,Strength,38.0,278.0,104.9,2.0,Marina Mall
1079,79,2024-07-12 06:15:00,Strength,39.0,267.9,124.1,5.0,Downtown
1080,79,2024-12-13 07:15:00,Strength,65.0,373.9,122.4,1.0,Marina Mall
1081,79,2024-09-10 16:45:00,Cardio,46.0,360.7,161.5,4.0,Corniche
1082,79,2024-09-27 07:15:00,Class,59.0,248.1,124.5,5.0,Yas Mall
1083,79,2024-11-10 12:45:00,Cardio,31.0,283.4,136.4,3.0,Yas Mall
1084,79,2024-12-08 14:00:00,Cardio,44.0,386.9,114.1,4.0,Corniche
1085,80,2024-02-12 19:30:00,Class,105.0,617.6,128.6,2.0,Downtown
1086,80,2024-07-24 20:00:00,Cardio,63.0,440.8,126.5,3.0,Yas Mall
1087,80,2024-06-27 21:30:00,Strength,23.0,93.0,147.9,5.0,Yas Mall
1088,80,2024-05-18 15:15:00,Class,200.0,1242.7,141.3,2.0,Marina Mall
1089,80,2024-04-29 10:30:00,Cardio,44.0,343.5,127.1,1.0,Downtown
1090,81,2023-11-21 19:45:00,Cardio,65.0,575.5,151.5,2.0,Marina Mall
1091,81,2024-06-08 21:15:00,Strength,49.0,242.1,136.8,5.0,Marina Mall
1092,81,2024-02-10 15:45:00,Yoga,51.0,253.7,92.6,3.0,Marina Mall
1093,81,2023-11-05 09:45:00,Strength,47.0,285.2,125.7,5.0,Corniche
1094,81,2024-06-20 20:30:00,Cardio,,605.0,120.9,4.0,Downtown
1095,81,2024-05-28 06:00:00,Strength,79.0,453.5,127.2,5.0,Marina Mall
1096,81,2024-03-20 19:00:00,Cardio,31.0,244.6,142.2,4.0,Corniche
1097,81,2024-07-25 17:15:00,Strength,43.0,249.4,116.3,3.0,Marina Mall
1098,81,2024-08-16 06:15:00,Strength,52.0,375.2,155.1,4.0,Yas Mall
1099,81,2023-11-25 21:30:00,Strength,58.0,381.8,132.7,2.0,Downtown
1100,81,2024-01-23 07:15:00,Cardio,55.0,442.0,123.9,2.0,Corniche
1101,81,2024-01-29 19:00:00,Cardio,0.0,-9.4,120.5,2.0,Corniche
1102,81,2023-10-27 07:15:00,Strength,79.0,405.3,134.2,3.0,Downtown
1103,81,2024-06-17 07:30:00,Cardio,,336.9,150.9,1.0,Downtown
1104,81,2024-05-25 07:15:00,Cardio,56.0,467.2,141.8,5.0,Marina Mall
1105,81,2024-06-24 14:45:00,Cardio,44.0,324.9,146.0,4.0,Downtown
1106,82,2024-02-09 12:00:00,Strength,52.0,346.0,117.0,1.0,Corniche
1107,82,2024-03-22 17:15:00,Cardio,45.0,380.1,120.2,4.0,Downtown
1108,82,2023-09-13 14:15:00,Class,67.0,330.8,118.8,5.0,Corniche
1109,82,2023-11-30 07:00:00,Cardio,74.0,598.4,,3.0,Downtown
1110,82,2024-03-06 17:15:00,Yoga,67.0,387.8,155.5,3.0,Downtown
1111,82,2024-04-14 07:45:00,Yoga,38.0,227.8,142.5,2.0,Corniche
1112,82,2023-10-23 08:30:00,Strength,69.0,378.9,158.9,4.0,Corniche
1113,82,2023-08-25 18:15:00,Strength,62.0,325.6,130.7,1.0,Corniche
1114,82,2024-01-10 18:15:00,Yoga,,534.2,143.6,3.0,Marina Mall
1115,82,2023-12-10 16:15:00,Cardio,66.0,470.0,163.0,3.0,Marina Mall
1116,82,2024-04-17 21:45:00,Strength,38.0,272.1,129.5,5.0,Downtown
1117,83,2024-10-17 20:45:00,Cardio,63.0,,76.9,2.0,Marina Mall
1118,83,2024-09-29 15:30:00,Cardio,76.0,594.8,123.3,4.0,Corniche
1119,83,2024-09-17 15:15:00,Strength,68.0,485.5,132.6,1.0,Downtown
1120,83,2024-09-28 11:30:00,Strength,0.0,28.2,124.5,4.0,Marina Mall
1121,83,2024-11-08 08:45:00,Strength,44.0,292.9,110.6,4.0,Corniche
1122,83,2024-01-25 13:45:00,Cardio,31.0,197.6,145.9,1.0,Corniche
1123,83,2023-12-04 14:30:00,Yoga,40.0,262.7,147.8,5.0,Corniche
1124,83,2023-12-21 19:45:00,Strength,75.0,417.9,103.2,2.0,Yas Mall
1125,83,2023-12-20 14:30:00,Yoga,53.0,368.4,120.0,4.0,Marina Mall
1126,83,2024-02-08 06:30:00,Cardio,65.0,509.0,147.2,3.0,Corniche
1127,83,2024-10-22 09:00:00,Class,58.0,352.9,110.7,4.0,Corniche
1128,83,2024-03-06 13:00:00,strenght,68.0,460.7,127.3,3.0,Marina Mall
1129,83,2024-09-18 11:45:00,Strength,40.0,299.1,112.6,4.0,Marina Mall
1130,83,2024-06-06 15:30:00,Cardio,65.0,521.6,107.2,1.0,Downtown
1131,83,2023-12-09 13:45:00,Strength,200.0,1139.1,127.2,4.0,Corniche
1132,83,2024-03-21 08:00:00,Yoga,50.0,286.8,126.8,1.0,Marina Mall
1133,83,2024-06-17 06:30:00,Cardio,66.0,485.9,96.2,4.0,Marina Mall
1134,83,2024-09-26 06:15:00,Yoga,57.0,294.7,122.1,2.0,Corniche
1135,83,2024-06-26 09:45:00,Cardio,,461.4,99.8,3.0,Corniche
1136,84,2024-08-07 13:30:00,Yoga,75.0,446.1,111.5,4.0,Downtown
1137,84,2024-04-07 21:00:00,Yoga,69.0,450.1,145.2,3.0,Downtown
1138,84,2024-04-24 16:15:00,Strength,23.0,108.6,130.3,5.0,Corniche
1139,84,2024-07-13 19:15:00,Cardio,36.0,283.4,111.3,1.0,Marina Mall
1140,84,2024-12-30 22:45:00,Cardio,58.0,465.0,112.7,4.0,Marina Mall
1141,84,2024-07-13 16:45:00,Yoga,56.0,417.6,153.1,3.0,Corniche
1142,84,2024-10-04 14:00:00,Class,54.0,249.9,119.5,4.0,Marina Mall
1143,84,2024-07-09 17:45:00,Cardio,41.0,323.3,147.0,4.0,Yas Mall
1144,85,2024-04-21 20:00:00,Cardio,52.0,399.4,131.3,6.0,Marina Mall
1145,85,2024-12-13 06:00:00,Class,57.0,317.6,136.5,2.0,Corniche
1146,85,2024-06-21 21:45:00,Cardio,48.0,389.3,119.4,3.0,Yas Mall
1147,85,2024-04-27 21:00:00,Cardio,51.0,388.4,128.4,4.0,Downtown
1148,85,2024-08-05 08:30:00,Strength,54.0,318.1,100.4,4.0,Yas Mall
1149,85,2024-02-24 18:00:00,Class,40.0,272.1,138.8,5.0,Corniche
1150,85,2024-07-10 22:00:00,Strength,55.0,357.2,,5.0,Marina Mall
1151,85,2024-09-14 10:15:00,Cardio,69.0,674.4,122.5,4.0,Corniche
1152,85,2024-04-27 08:30:00,Strength,38.0,217.7,144.2,2.0,Downtown
1153,85,2024-07-25 20:45:00,Strength,44.0,227.1,132.7,4.0,Yas Mall
1154,85,2024-05-13 11:00:00,Strength,53.0,381.0,140.5,5.0,Corniche
1155,85,2024-12-28 10:30:00,Class,73.0,423.1,120.1,5.0,Marina Mall
1156,86,2024-09-05 17:15:00,Class,51.0,244.4,131.7,3.0,Marina Mall
1157,86,2024-09-17 20:30:00,CARDIO,61.0,436.4,118.7,5.0,Downtown
1158,86,2024-12-14 14:00:00,Cardio,37.0,328.7,137.3,3.0,Marina Mall
1159,86,2024-06-30 06:15:00,Strength,49.0,256.3,124.2,3.0,Marina Mall
1160,86,2024-12-14 18:00:00,Yoga,50.0,329.0,135.9,4.0,Marina Mall
1161,86,2024-06-10 10:00:00,Yoga,51.0,278.3,156.3,1.0,Yas Mall
1162,86,2024-10-21 09:30:00,Cardio,56.0,422.6,136.9,3.0,Marina Mall
1163,86,2024-07-26 21:30:00,Cardio,56.0,416.0,148.6,3.0,Corniche
1164,86,2024-12-23 10:45:00,cardio,64.0,546.9,115.9,,Corniche
1165,86,2024-08-24 19:45:00,Cardio,40.0,255.4,145.6,3.0,Corniche
1166,86,2024-12-03 10:45:00,Cardio,45.0,366.8,139.0,5.0,Corniche
1167,86,2024-12-21 10:30:00,Cardio,90.0,684.5,145.7,1.0,Marina Mall
1168,86,2024-12-29 12:30:00,Cardio,60.0,450.7,132.9,4.0,Downtown
1169,86,2024-11-11 20:00:00,Cardio,,358.2,94.8,6.0,Marina Mall
1170,86,2024-09-18 14:45:00,Class,54.0,395.7,121.9,2.0,Corniche
1171,86,2024-11-12 20:45:00,Cardio,64.0,556.4,131.0,5.0,Downtown
1172,87,2023-12-14 13:30:00,Cardio,58.0,411.2,127.6,4.0,Marina Mall
1173,87,2024-03-18 19:30:00,Strength,63.0,347.9,118.1,5.0,Yas Mall
1174,87,2023-07-10 19:45:00,Class,37.0,220.9,142.4,0.0,Downtown
1175,87,2023-06-13 19:45:00,Cardio,58.0,462.6,122.7,4.0,Yas Mall
1176,87,2024-02-13 09:15:00,Strength,,359.6,117.6,2.0,Yas Mall
1177,87,2023-12-05 16:45:00,Cardio,62.0,496.4,,3.0,Corniche
1178,87,2023-08-20 17:00:00,Yoga,74.0,480.1,99.8,3.0,Downtown
1179,87,2023-11-28 18:45:00,Cardio,49.0,407.4,116.3,3.0,Corniche
1180,87,2023-12-05 07:45:00,Strength,40.0,272.2,131.3,5.0,Marina Mall
1181,87,2023-10-17 21:00:00,Cardio,61.0,509.7,126.0,2.0,Downtown
1182,88,2024-06-03 09:45:00,Strength,,69.2,145.2,4.0,Corniche
1183,88,2024-03-07 20:00:00,Cardio,47.0,400.5,142.4,5.0,Corniche
1184,88,2024-07-15 18:45:00,Cardio,73.0,589.4,132.0,4.0,Yas Mall
1185,88,2024-10-31 21:00:00,CARDIO,41.0,375.9,141.9,5.0,Marina Mall
1186,88,2024-02-10 21:30:00,Strength,43.0,260.8,,3.0,Downtown
1187,88,2024-07-04 17:30:00,Yoga,52.0,326.9,149.8,4.0,Yas Mall
1188,88,2024-10-24 16:15:00,Class,43.0,293.0,141.0,1.0,Marina Mall
1189,88,2024-02-08 07:00:00,cardio,46.0,348.4,137.4,5.0,Corniche
1190,88,2024-12-09 14:30:00,Cardio,32.0,262.2,128.5,,Corniche
1191,88,2024-03-22 20:45:00,Cardio,83.0,642.2,132.3,5.0,Yas Mall
1192,88,2024-11-24 06:15:00,Cardio,,403.4,111.9,5.0,Yas Mall
1193,88,2024-01-30 16:00:00,Strength,64.0,370.3,136.7,4.0,Downtown
1194,88,2024-12-15 17:45:00,Cardio,31.0,187.4,129.1,2.0,Downtown
1195,88,2024-03-30 10:30:00,cardio,54.0,428.7,114.5,2.0,Downtown
1196,88,2024-09-18 19:30:00,Cardio,46.0,373.5,,5.0,Downtown
1197,88,2024-08-27 15:30:00,Yoga,58.0,357.4,135.0,5.0,Downtown
1198,88,2024-11-21 21:15:00,Strength,0.0,68.7,116.2,2.0,Marina Mall
1199,88,2024-06-18 17:45:00,Cardio,63.0,500.0,117.7,3.0,Yas Mall
1200,88,2024-11-16 17:30:00,Strength,66.0,,157.0,3.0,Yas Mall
1201,88,2024-10-19 09:00:00,Strength,55.0,293.0,129.1,2.0,Marina Mall
1202,89,2024-11-01 20:00:00,Strength,67.0,378.2,125.6,4.0,Corniche
1203,89,2024-07-04 14:45:00,Cardio,74.0,570.1,148.3,3.0,Corniche
1204,89,2024-11-06 08:00:00,Cardio,49.0,392.6,144.0,1.0,Yas Mall
1205,89,2024-07-30 07:45:00,Cardio,66.0,484.7,124.7,2.0,Corniche
1206,89,2024-11-21 18:15:00,Cardio,67.0,,122.6,4.0,Corniche
1207,89,2024-08-11 18:45:00,Strength,42.0,276.6,152.5,4.0,Yas Mall
1208,89,2024-04-10 21:00:00,Yoga,50.0,266.2,148.6,4.0,Corniche
1209,89,2024-10-17 14:30:00,Strength,62.0,396.3,129.2,1.0,Yas Mall
1210,89,2024-11-22 08:45:00,Cardio,60.0,437.6,113.6,5.0,Downtown
1211,89,2024-09-06 20:30:00,Cardio,57.0,425.9,137.8,3.0,Corniche
1212,89,2024-04-18 09:00:00,Cardio,62.0,516.3,154.9,3.0,Corniche
1213,89,2024-12-31 12:45:00,Cardio,42.0,321.9,125.8,4.0,Corniche
1214,90,2024-10-22 20:00:00,Strength,74.0,522.4,170.1,4.0,Corniche
1215,90,2024-04-28 17:15:00,Cardio,54.0,414.2,139.7,3.0,Downtown
1216,90,2024-10-01 06:15:00,Yoga,47.0,350.8,139.7,3.0,Yas Mall
1217,90,2024-01-25 21:00:00,Cardio,,1684.3,148.5,5.0,Downtown
1218,90,2024-04-28 15:30:00,Strength,43.0,196.5,98.3,5.0,Yas Mall
1219,90,2024-05-07 13:15:00,Cardio,71.0,581.4,142.3,2.0,Marina Mall
1220,90,2024-07-29 11:45:00,Cardio,73.0,578.3,142.4,3.0,Downtown
1221,90,2024-07-28 17:15:00,Class,61.0,284.9,150.6,1.0,Yas Mall
1222,91,2024-07-06 08:45:00,Cardio,61.0,431.9,125.5,4.0,Corniche
1223,91,2024-10-10 09:15:00,Cardio,63.0,503.2,130.1,3.0,Downtown
1224,91,2024-09-11 19:15:00,Cardio,56.0,450.5,139.7,1.0,Marina Mall
1225,91,2024-09-24 11:30:00,Yoga,0.0,72.7,119.5,,Downtown
1226,91,2024-12-07 13:45:00,Strength,78.0,378.0,108.6,0.0,Yas Mall
1227,91,2024-10-06 18:30:00,Cardio,,481.6,152.0,3.0,Yas Mall
1228,91,2024-07-24 11:15:00,Strength,39.0,245.6,108.6,5.0,Downtown
1229,92,2024-04-07 13:30:00,Cardio,52.0,428.5,114.7,1.0,Yas Mall
1230,92,2024-01-28 19:00:00,Class,51.0,344.2,127.3,3.0,Corniche
1231,92,2023-12-02 06:00:00,Cardio,75.0,611.4,120.4,4.0,Marina Mall
1232,92,2024-01-15 19:15:00,Cardio,63.0,489.8,135.3,4.0,Corniche
1233,92,2023-10-10 16:30:00,Cardio,69.0,515.5,136.6,4.0,Marina Mall
1234,92,2023-12-07 21:45:00,Strength,39.0,275.9,132.2,4.0,Corniche
1235,92,2024-02-13 20:15:00,Cardio,52.0,429.6,137.2,4.0,Corniche
1236,92,2024-06-23 14:30:00,Cardio,40.0,325.6,136.5,3.0,Yas Mall
1237,92,2024-03-24 09:45:00,Yoga,53.0,335.3,151.0,1.0,Downtown
1238,92,2024-07-18 17:30:00,Class,73.0,481.4,125.5,,Marina Mall
1239,92,2024-02-09 16:30:00,Cardio,81.0,704.2,103.6,4.0,Downtown
1240,92,2024-08-26 19:30:00,Yoga,41.0,219.1,125.9,4.0,Downtown
1241,92,2023-12-23 07:00:00,Strength,74.0,379.9,141.2,4.0,Marina Mall
1242,92,2024-03-13 14:30:00,Strength,46.0,272.5,126.9,4.0,Corniche
1243,92,2024-04-24 22:45:00,Cardio,64.0,543.2,107.9,3.0,Marina Mall
1244,92,2024-07-01 15:45:00,Strength,48.0,334.6,134.1,3.0,Yas Mall
1245,92,2023-11-15 15:45:00,Strength,76.0,,118.7,3.0,Downtown
1246,92,2024-08-03 11:15:00,Cardio,61.0,,116.0,3.0,Corniche
1247,92,2024-04-17 06:15:00,Strength,58.0,323.4,148.4,2.0,Downtown
1248,92,2024-01-24 22:45:00,Cardio,44.0,378.4,134.4,2.0,Downtown
1249,92,2024-04-10 06:15:00,Class,73.0,430.3,135.5,5.0,Corniche
1250,92,2023-10-19 11:00:00,Class,80.0,441.3,140.1,3.0,Downtown
1251,92,2024-03-15 18:00:00,Cardio,66.0,520.5,144.3,5.0,Marina Mall
1252,92,2023-11-26 17:15:00,Strength,49.0,350.6,145.0,,Downtown
1253,93,2024-04-24 17:45:00,Class,56.0,352.3,141.9,1.0,Marina Mall
1254,93,2024-07-28 07:00:00,cardio,34.0,354.4,123.3,1.0,Corniche
1255,93,2023-08-16 21:15:00,Strength,50.0,356.5,128.8,4.0,Corniche
1256,93,2023-08-24 16:45:00,Cardio,61.0,472.8,141.2,4.0,Corniche
1257,93,2023-11-22 15:15:00,Cardio,63.0,551.2,123.2,5.0,Yas Mall
1258,93,2023-10-10 14:30:00,Strength,37.0,151.3,119.2,5.0,Marina Mall
1259,93,2023-09-30 21:00:00,Cardio,24.0,172.6,127.4,2.0,Yas Mall
1260,93,2023-11-11 18:30:00,Strength,40.0,283.9,126.2,4.0,Corniche
1261,93,2023-10-22 10:00:00,Class,34.0,203.7,122.5,4.0,Downtown
1262,93,2023-12-10 16:30:00,Class,43.0,283.0,117.6,3.0,Downtown
1263,93,2024-04-25 09:15:00,Strength,83.0,498.0,129.1,3.0,Marina Mall
1264,93,2024-08-09 19:00:00,Yoga,48.0,263.8,115.1,3.0,Yas Mall
1265,93,2024-07-01 06:00:00,Class,81.0,412.3,129.3,5.0,Yas Mall
1266,93,2024-05-27 20:00:00,Yoga,63.0,353.0,118.9,6.0,Downtown
1267,93,2023-12-02 10:45:00,Strength,32.0,254.1,125.3,4.0,Downtown
1268,94,2024-10-27 11:45:00,Strength,32.0,223.9,146.1,4.0,Yas Mall
1269,94,2024-06-23 17:45:00,Strength,69.0,455.2,119.5,3.0,Marina Mall
1270,94,2024-05-28 17:00:00,Cardio,37.0,327.8,135.4,5.0,Marina Mall
1271,94,2024-07-14 10:15:00,Strength,27.0,81.6,122.5,2.0,Downtown
1272,94,2024-11-17 12:15:00,Cardio,44.0,334.8,169.7,3.0,Marina Mall
1273,94,2024-05-24 15:30:00,Cardio,31.0,274.8,118.5,3.0,Marina Mall
1274,94,2023-11-22 19:45:00,Strength,50.0,328.2,114.0,1.0,Downtown
1275,94,2024-07-31 15:30:00,Cardio,35.0,328.6,139.0,3.0,Downtown
1276,94,2023-12-14 14:30:00,Cardio,0.0,-16.6,119.2,5.0,Downtown
1277,94,2023-12-10 18:30:00,Strength,86.0,523.4,121.6,2.0,Corniche
1278,94,2024-06-25 12:00:00,Yoga,37.0,165.2,138.6,3.0,Yas Mall
1279,94,2024-01-15 15:15:00,Cardio,53.0,,133.1,3.0,Yas Mall
1280,94,2024-05-18 12:30:00,Class,48.0,289.5,100.6,4.0,Marina Mall
1281,94,2024-07-31 19:15:00,Yoga,60.0,396.8,122.0,3.0,Yas Mall
1282,95,2024-04-24 09:30:00,Cardio,36.0,293.6,140.9,4.0,Corniche
1283,95,2024-11-16 15:00:00,cardio,56.0,419.5,104.7,4.0,Downtown
1284,95,2024-07-12 18:45:00,Cardio,63.0,551.7,116.4,5.0,Downtown
1285,95,2024-01-23 22:30:00,Class,78.0,443.4,110.5,4.0,Downtown
1286,95,2024-08-06 18:15:00,Strength,39.0,235.3,141.5,1.0,Marina Mall
1287,95,2024-11-10 15:45:00,Cardio,30.0,226.9,147.3,3.0,Yas Mall
1288,95,2024-01-05 08:00:00,Strength,41.0,206.4,130.5,1.0,Yas Mall
1289,95,2024-08-06 14:00:00,Cardio,200.0,1583.5,,3.0,Corniche
1290,96,2024-01-15 15:15:00,Yoga,57.0,295.0,121.3,3.0,Marina Mall
1291,96,2024-02-14 14:15:00,Yoga,56.0,323.4,142.0,1.0,Marina Mall
1292,96,2024-06-14 10:00:00,CARDIO,57.0,491.7,122.2,5.0,Yas Mall
1293,96,2024-01-28 17:00:00,Cardio,83.0,691.8,139.4,3.0,Yas Mall
1294,96,2024-06-02 13:15:00,Yoga,54.0,325.6,121.9,3.0,Downtown
1295,96,2024-05-25 20:00:00,Cardio,59.0,489.8,114.4,2.0,Yas Mall
1296,96,2024-12-17 09:15:00,Cardio,58.0,430.8,124.8,3.0,Marina Mall
1297,96,2024-03-25 11:30:00,Strength,63.0,400.8,,0.0,Marina Mall
1298,96,2024-09-06 10:00:00,cardio,61.0,538.4,140.9,3.0,Corniche
1299,96,2024-04-04 13:15:00,Cardio,36.0,240.5,138.9,5.0,Corniche
1300,96,2024-09-15 19:30:00,Strength,62.0,340.9,127.1,3.0,Marina Mall
1301,96,2024-06-03 12:30:00,Cardio,30.0,252.0,115.4,4.0,Corniche
1302,97,2024-09-26 07:00:00,Cardio,48.0,386.5,104.5,4.0,Marina Mall
1303,97,2024-05-28 14:15:00,Strength,49.0,340.4,142.1,4.0,Corniche
1304,97,2024-06-22 22:00:00,Strength,71.0,415.5,133.5,4.0,Corniche
1305,97,2024-10-28 16:30:00,Cardio,50.0,341.0,128.0,,Marina Mall
1306,97,2024-02-08 17:00:00,Class,55.0,360.4,109.9,3.0,Marina Mall
1307,97,2024-02-15 08:15:00,Strength,42.0,253.3,148.7,2.0,Marina Mall
1308,97,2024-09-26 12:45:00,Cardio,65.0,533.1,125.2,3.0,Marina Mall
1309,97,2024-01-17 09:30:00,Yoga,50.0,340.5,157.5,3.0,Downtown
1310,97,2024-05-24 15:45:00,Class,40.0,241.3,144.6,4.0,Yas Mall
1311,97,2024-02-10 15:00:00,Strength,49.0,258.8,154.7,2.0,Yas Mall
1312,97,2024-06-07 08:15:00,Yoga,58.0,396.7,107.2,3.0,Marina Mall
1313,97,2024-04-25 22:15:00,Cardio,44.0,448.6,134.2,2.0,Yas Mall
1314,97,2024-11-09 09:45:00,Strength,53.0,348.2,131.5,4.0,Downtown
